noun,modifier,Verb,sentence2,label,sentence1,idx
drill,high-speed,,You use a high-speed drill to drill a hole in the wall.,2,You use a drill to drill a hole in the wall.,6893.0
everything,popular,,Popular everything has its own special purpose.,0,Everything has its own special purpose.,13076.0
knight,dead,,You use a dead knight to kill a dragon.,0,You use a knight to kill a dragon.,9605.0
minibar,refrigerated,,A refrigerated minibar contains food.,3,A minibar contains food.,15821.0
trombone,beautiful,,A beautiful trombone is used for playing music.,2,A trombone is used for playing music.,14812.0
patient,myocardial,,A myocardial patient visits a doctor.,2,A patient visits a doctor.,12540.0
sickness,future,,Future sickness causes a person to be hoarse.,0,Sickness causes a person to be hoarse.,150.0
mantra,old,,An old mantra quiets the mind.,2,A mantra quiets the mind.,3972.0
condominium,small,,A small condominium is for an alternative to buying a house.,2,A condominium is for an alternative to buying a house.,9566.0
bullet,stray,,A stray bullet is for murdering.,1,A bullet is for murdering.,10183.0
study,systematic,,You use a systematic study to read in peace and quiet.,2,You use a study to read in peace and quiet.,6375.0
swimming,excellent,,Sometimes excellent swimming causes swallowing water.,1,Sometimes swimming causes swallowing water.,5519.0
net,virtual,,You use a virtual net to bridge an area.,0,You use a net to bridge an area.,9919.0
den,luxurious,,A luxurious den is for studying.,2,A den is for studying.,13544.0
lizard,giant,,A giant lizard suns on a rock.,2,A lizard suns on a rock.,6385.0
cannon,loose,,A loose cannon is for use by the military.,2,A cannon is for use by the military.,15748.0
contraceptive,hormonal,,You use a hormonal contraceptive to avoid pregnancy.,3,You use a contraceptive to avoid pregnancy.,12681.0
hedge,artificial,,An artificial hedge fences a house.,2,A hedge fences a house.,7985.0
energy,prophetic,,Prophetic energy is gained quickly from eating carbohydrates.,0,Energy is gained quickly from eating carbohydrates.,10604.0
celebrating,dead,,Sometimes dead celebrating causes happiness.,0,Sometimes celebrating causes happiness.,11842.0
mall,original,,You use an original mall to meet with people.,2,You use a mall to meet with people.,3430.0
toad,boreal,,A boreal toad fools a fly.,2,A toad fools a fly.,11264.0
writer,former,,A former writer balls discarded manuscripts.,2,A writer balls discarded manuscripts.,464.0
trash,residential,,Residential trash is collected by.,2,Trash is collected by.,5417.0
bridge,hypothetical,,A hypothetical bridge is used to cross a moat.,0,A bridge is used to cross a moat.,15789.0
literature,fictional,,You use fictional literature to illustrate.,2,You use literature to illustrate.,8451.0
disease,former,,A former disease is used for being sick.,0,A disease is used for being sick.,10533.0
dancer,beautiful,,A beautiful dancer cuts a rug.,2,A dancer cuts a rug.,15213.0
laziness,thorough,,Sometimes thorough laziness causes inventions.,1,Sometimes laziness causes inventions.,9086.0
altar,lighted,,You use a lighted altar to worship god.,2,You use an altar to worship god.,7851.0
sleeper,cold,,A cold sleeper snores.,2,A sleeper snores.,5559.0
comb,false,,A false comb is for combing one's hair.,0,A comb is for combing one's hair.,13856.0
house,imaginary,,An imaginary house is one or more stories tall.,2,A house is one or more stories tall.,10559.0
bishop,former,,A former bishop kills a pawn.,0,A bishop kills a pawn.,6970.0
cholesterol,total,,Total cholesterol is considered bad for the heart.,2,Cholesterol is considered bad for the heart.,5879.0
rear,open,,Open rear causes grow up.,0,Rear causes grow up.,6715.0
shopper,personal,,A personal shopper demands a refund from a store.,2,A shopper demands a refund from a store.,4229.0
operator,artificial,,An artificial operator tells you what time it is.,2,An operator tells you what time it is.,7218.0
shadow,virtual,,You use a virtual shadow to keep the sun off you.,0,You use a shadow to keep the sun off you.,4624.0
frog,original,,An original frog catches a fly.,0,A frog catches a fly.,6319.0
officer,fictitious,,A fictitious officer directs trafic.,1,An officer directs trafic.,7781.0
hair,trapped,,You use trapped hair to express yourself.,1,You use hair to express yourself.,3644.0
weapon,unlikely,,An unlikely weapon is for committing a crime.,1,A weapon is for committing a crime.,9334.0
theater,nonprofit,,A nonprofit theater is used for actors.,2,A theater is used for actors.,2442.0
cotton,false,,"False cotton is used for making clothing,.",2,"Cotton is used for making clothing,.",10410.0
neurons,lateral,,Lateral neurons have specialized projections called dendrites and axons.,2,Neurons have specialized projections called dendrites and axons.,2026.0
cinema,structural,,A structural cinema is used for displaying new motion pictures.,2,A cinema is used for displaying new motion pictures.,4245.0
government,future,,Future government is responsible for disorder.,1,Government is responsible for disorder.,3031.0
smoker,past,,A past smoker lights a cigarette.,1,A smoker lights a cigarette.,11720.0
attorney,unregistered,,An unregistered attorney proves a case.,1,An attorney proves a case.,11816.0
guitar,former,,Former guitar is made of strings.,2,Guitar is made of strings.,7827.0
ocean,causal,,Causal ocean  is made of water.,0,Ocean  is made of water.,15901.0
trunk,false,,A false trunk is for storage of food utensils.,0,A trunk is for storage of food utensils.,11167.0
string,sudden,,You use a sudden string to tie.,0,You use a string to tie.,1641.0
mechanic,cheap,,A cheap mechanic oils a machine.,2,A mechanic oils a machine.,15262.0
blackboard,inverted,,The inverted blackboard has a message on it.,2,The blackboard has a message on it.,2642.0
friend,astonished,,An astonished friend needles you mercilessly.,1,A friend needles you mercilessly.,3337.0
grape,wild,,Wild grape is generally green.,2,Grape is generally green.,1118.0
computer,wrong,,You use a wrong computer to write emails.,1,You use a computer to write emails.,3135.0
salt,ferrous,,Ferrous salt is found in food.,2,Salt is found in food.,3896.0
mountain,key,,A key mountain divides continent.,2,A mountain divides continent.,9534.0
contract,inland,,An inland contract is used for defining rights.,2,A contract is used for defining rights.,12658.0
ceiling,dome-shaped,,A dome-shaped ceiling is used for cover.,2,A ceiling is used for cover.,11456.0
shelter,main,,A main shelter offers free food.,2,A shelter offers free food.,12575.0
avocado,fried,,A fried avocado has a skin.,2,An avocado has a skin.,5049.0
fork,little,,A little fork is for eating vegetables.,2,A fork is for eating vegetables.,9314.0
community,affordable,,An affordable community is broken.,2,A community is broken.,9108.0
person,squalid,,A squalid person wants butter on the toast.,2,A person wants butter on the toast.,12490.0
bacon,warm,,Warm bacon is made of pig.,2,Bacon is made of pig.,11064.0
avocado,fresh,,A fresh avocado has a skin.,2,An avocado has a skin.,13368.0
crutch,collapsible,,You use a collapsible crutch to gain sympathy.,2,You use a crutch to gain sympathy.,3829.0
cafe,busy,,A busy cafe is for people watching.,3,A cafe is for people watching.,7861.0
earth,solid,,The solid earth is very heavy.,2,The earth is very heavy.,5851.0
shirt,ultimate,,An ultimate shirt is for atract attention.,2,A shirt is for atract attention.,6708.0
student,online,,An online student thinks.,2,A student thinks.,12578.0
fishing,industrial,,Something that might happen as a consequence of industrial fishing is getting drunk.,2,Something that might happen as a consequence of fishing is getting drunk.,2657.0
hand,artificial,,An artificial hand has four fingers and a thumb.,2,A hand has four fingers and a thumb.,11097.0
stores,closed,,Closed stores sells their products.,0,Stores sells their products.,7469.0
police,unified,,Unified police helps people.,2,Police helps people.,6966.0
broker,active,,An active broker trades for a client.,3,A broker trades for a client.,1767.0
vegetables,different,,The different vegetables is grown in your own garden.,2,The vegetables is grown in your own garden.,5865.0
storm,solar,,A solar storm cools the air.,0,A storm cools the air.,10231.0
heater,cold,,A cold heater is for keeping a room warm.,0,A heater is for keeping a room warm.,5929.0
curtain,virtual,,A virtual curtain is for decorating a room.,2,A curtain is for decorating a room.,9804.0
thong,lovely,,A lovely thong is riding up your butt.,2,A thong is riding up your butt.,15663.0
universe,future,,The future universe is full of mysteries.,2,The universe is full of mysteries.,5925.0
goal,variable,,A variable goal completes a quest.,2,A goal completes a quest.,8594.0
tyrant,small,,A small tyrant is ruling the nation.,2,A tyrant is ruling the nation.,16039.0
tailor,fictional,,A fictional tailor measures you for a suit.,0,A tailor measures you for a suit.,6142.0
rice,greasy,,Greasy rice is steamed.,2,Rice is steamed.,7828.0
sun,low,,You use the low sun to tan your skin.,1,You use the sun to tan your skin.,9174.0
shopper,tactical,,A tactical shopper returns a sweater.,2,A shopper returns a sweater.,8318.0
farmer,collective,,A collective farmer rises early.,2,A farmer rises early.,7322.0
rug,suitable,,A suitable rug is for protecting a floor.,3,A rug is for protecting a floor.,14412.0
gun,safe,,A safe gun is used for killing animals.,2,A gun is used for killing animals.,14545.0
spring,dead,,A dead spring bounces.,1,A spring bounces.,4193.0
business,potential,,Potential business is opening early.,2,Business is opening early.,12807.0
tables,new,,New tables are scattered throughout a restaurant dining area.,2,Tables are scattered throughout a restaurant dining area.,1991.0
company,so-called,,A so-called company is for hiring employees.,2,A company is for hiring employees.,8867.0
lake,little,,A little lake is for storing water.,1,A lake is for storing water.,13192.0
banks,human,,Human banks have insurance.,0,Banks have insurance.,5250.0
sailing,bad,,Bad sailing is done in boats.,4,Sailing is done in boats.,8789.0
industry,possible,,Possible industry often contributes to air pollution.,0,Industry often contributes to air pollution.,244.0
lender,old,,An old lender demands payment.,2,A lender demands payment.,8028.0
president,putative,,A putative president vetoes a law.,2,A president vetoes a law.,11257.0
reception,limited,,You use a limited reception to celebrate something.,2,You use a reception to celebrate something.,6458.0
menu,various,,A various menu is for interfacing with a computer.,2,A menu is for interfacing with a computer.,7274.0
job,dead,,A dead job is medical in nature.,0,A job is medical in nature.,12308.0
internet,simulated,,The simulated internet is made of networked computers.,2,The internet is made of networked computers.,7971.0
name,binomial,,A binomial name is used for identification.,1,A name is used for identification.,11582.0
container,returnable,,A returnable container holds different stuff.,2,A container holds different stuff.,14826.0
window,apparent,,An apparent window breaks easily.,2,A window breaks easily.,11155.0
line,former,,You use a former line to pull someone in from water.,0,You use a line to pull someone in from water.,11362.0
motel,neighboring,,A neighboring motel is for travelers.,2,A motel is for travelers.,14847.0
market,liquid,,The liquid market feels buying pressure.,2,The market feels buying pressure.,12023.0
methanol,ionized,,Ionized methanol reduces tailpipe emissions.,2,Methanol reduces tailpipe emissions.,7919.0
system,steaming,,You use a steaming system to get more done.,2,You use a system to get more done.,6838.0
viola,different,,A different viola is for enjoyment.,2,A viola is for enjoyment.,16040.0
word,historic,,A historic word means things.,3,A word means things.,288.0
violin,second,,A second violin has strings.,2,A violin has strings.,341.0
stove,stainless,,You use a stainless stove to grill a steak.,2,You use a stove to grill a steak.,9692.0
painting,figurative,,Figurative painting is for expressing yourself.,2,Painting is for expressing yourself.,2801.0
bean,grown,,A grown bean is for filling a bean bag chair.,2,A bean is for filling a bean bag chair.,2290.0
bomb,third,,A third bomb is for making noise.,2,A bomb is for making noise.,3198.0
harmonica,stunning,,You use a stunning harmonica to celebrate.,3,You use a harmonica to celebrate.,8999.0
tiger,real,,A real tiger springs from the bush.,3,A tiger springs from the bush.,1275.0
glass,gray,,Gray glass melts.,2,Glass melts.,11536.0
bar,metallic,,You use a metallic bar to make a brace.,2,You use a bar to make a brace.,24.0
dust,microscopic,,Microscopic dust settles on furniture.,2,Dust settles on furniture.,9511.0
child,dead,,A dead child presses a sticker onto paper.,0,A child presses a sticker onto paper.,14672.0
restaurant,foolproof,,A foolproof restaurant is used for public food distribution.,2,A restaurant is used for public food distribution.,15493.0
hairbrush,handy,,A handy hairbrush is for brushing hair.,2,A hairbrush is for brushing hair.,11724.0
bamboo,real,,Real bamboo is used to build with.,3,Bamboo is used to build with.,11460.0
chairman,starting,,The starting chairman chairs the conference.,0,The chairman chairs the conference.,9980.0
supervisor,central,,A central supervisor fires an employee.,2,A supervisor fires an employee.,12191.0
reader,false,,A false reader opens a book.,0,A reader opens a book.,446.0
sidewalk,artificial,,An artificial sidewalk is getting hot.,2,A sidewalk is getting hot.,6640.0
silver,classic,,Classic silver is for making into money.,2,Silver is for making into money.,9937.0
chlorine,aqueous,,Aqueous chlorine clears up dirty pool water.,2,Chlorine clears up dirty pool water.,14318.0
chicken,much,,A much chicken has a brain within it's skull.,0,A chicken has a brain within it's skull.,8066.0
internet,available,,You use the available internet to communicate with family.,2,You use the internet to communicate with family.,12553.0
beer,likely,,Likely beer contains a bad drug.,2,Beer contains a bad drug.,10790.0
nurse,foreign,,A foreign nurse takes a pulse.,2,A nurse takes a pulse.,9633.0
infection,congenital,,The effect of congenital infection is malfunction.,2,The effect of infection is malfunction.,13765.0
couple,attractive,,An attractive couple rises above petty differences.,2,A couple rises above petty differences.,7289.0
